39	50
18.7865	44.33	50
18.7882	45.93	50
18.7899	48.48	50
18.7917	46.85	50
18.7934	44.90	50
18.7951	44.47	50
18.7968	46.08	50
18.7985	46.08	50
18.8003	46.85	50
18.8020	46.85	50
18.8037	44.61	50
18.8054	44.05	50
18.8071	45.78	50
18.8088	48.15	50
18.8105	46.85	50
18.8122	45.04	50
18.8139	44.33	50
18.8157	45.78	50
18.8174	45.78	50
18.8191	46.85	50
18.8209	45.19	50
18.8226	44.47	50
18.8243	44.19	50
18.8260	46.54	50
18.8277	47.33	50
18.8294	47.33	50
18.8312	44.61	50
18.8329	44.61	50
18.8346	45.93	50
18.8363	48.48	50
18.8380	47.01	50
18.8397	45.04	50
18.8415	44.47	50
18.8432	46.54	50
18.8449	46.54	50
18.8466	46.85	50
18.8484	46.85	50
18.8501	44.33	50
18.8518	43.77	50
18.8535	45.48	50
18.8552	48.15	50
18.8570	47.17	50
18.8587	44.33	50
18.8604	44.33	50
18.8621	46.08	50
18.8638	46.08	50
18.8655	47.17	50
18.8672	45.19	50
18.8690	44.47	50
18.8707	44.19	50
18.8724	46.54	50
18.8741	47.33	50
18.8758	47.33	50
18.8775	44.47	50
18.8793	44.47	50
18.8810	45.93	50
18.8827	48.65	50
18.8844	47.01	50
18.8861	45.04	50
18.8878	44.61	50
18.8895	46.39	50
18.8913	46.39	50
18.8930	46.70	50
18.8947	46.70	50
18.8964	44.19	50
18.8981	43.77	50
18.8998	45.48	50
18.9015	47.98	50
18.9033	46.70	50
18.9050	44.33	50
18.9067	44.33	50
18.9084	45.78	50
18.9101	45.78	50
18.9119	46.85	50
18.9136	45.33	50
18.9153	44.90	50
18.9170	44.47	50
18.9187	46.39	50
18.9205	47.65	50
18.9222	47.65	50
18.9239	45.04	50
18.9256	45.04	50
18.9273	46.23	50
18.9290	48.65	50
18.9308	47.01	50
18.9325	45.04	50
18.9342	44.61	50
18.9359	46.23	50
18.9376	46.23	50
18.9393	46.85	50
18.9410	46.85	50
18.9427	44.47	50
18.9444	44.05	50
18.9461	45.78	50
18.9479	48.15	50
18.9496	46.85	50
18.9513	44.05	50
18.9531	44.05	50
18.9548	45.63	50
18.9565	45.63	50
18.9582	46.85	50
18.9599	45.19	50
18.9617	44.61	50
18.9634	44.19	50
18.9651	46.23	50
18.9668	47.65	50
18.9686	47.65	50
18.9703	44.90	50
18.9720	44.90	50
18.9737	45.93	50
18.9754	48.48	50
18.9772	46.85	50
18.9789	45.04	50
18.9806	44.47	50
18.9823	46.08	50
18.9840	46.08	50
18.9857	47.33	50
18.9875	45.19	50
18.9892	44.47	50
18.9909	44.19	50
18.9926	46.39	50
18.9943	49.16	50
18.9960	47.49	50
18.9977	44.75	50
18.9994	44.75	50
19.0011	45.93	50
19.0028	48.65	50
19.0045	47.33	50
19.0062	45.19	50
19.0079	44.47	50
19.0097	44.19	50
19.0114	46.08	50
19.0131	47.17	50
19.0148	47.17	50
19.0166	44.61	50
19.0183	44.05	50
19.0200	45.93	50
19.0217	48.31	50
19.0234	46.70	50
19.0251	45.04	50
19.0268	44.47	50
19.0286	46.08	50
19.0302	46.08	50
19.0320	47.01	50
19.0337	47.01	50
19.0354	44.47	50
19.0371	43.91	50
19.0388	45.48	50
19.0405	47.98	50
19.0422	46.85	50
19.0439	44.61	50
19.0457	44.61	50
19.0474	46.08	50
19.0491	46.08	50
19.0508	46.85	50
19.0525	45.19	50
19.0542	44.90	50
19.0559	44.47	50
19.0576	46.54	50
19.0594	47.33	50
19.0611	47.33	50
19.0628	44.90	50
19.0645	44.90	50
19.0662	46.23	50
19.0679	48.65	50
19.0696	47.01	50
19.0713	45.04	50
19.0731	44.47	50
19.0748	46.23	50
19.0765	46.23	50
19.0782	46.70	50
19.0799	46.70	50
19.0816	44.19	50
19.0833	43.77	50
19.0850	45.78	50
19.0867	48.31	50
19.0884	46.70	50
19.0901	44.19	50
19.0919	44.19	50
19.0936	45.93	50
19.0953	45.93	50
19.0970	46.85	50
19.0987	45.04	50
19.1004	44.47	50
19.1021	44.33	50
19.1038	46.39	50
19.1056	48.82	50
19.1073	47.17	50
19.1090	44.61	50
19.1107	44.61	50
19.1124	46.08	50
19.1141	48.48	50
19.1158	47.01	50
19.1176	45.04	50
19.1193	44.33	50
19.1210	46.54	50
19.1227	46.54	50
19.1244	46.39	50
19.1262	46.39	50
19.1279	44.33	50
19.1296	43.77	50
19.1313	45.63	50
19.1330	48.15	50
19.1347	46.85	50
19.1364	45.04	50
19.1382	44.47	50
19.1399	46.23	50
19.1416	46.23	50
19.1433	46.85	50
19.1450	46.85	50
19.1468	44.33	50
19.1485	43.77	50
19.1502	45.48	50
19.1519	47.98	50
19.1537	46.85	50
19.1554	44.61	50
19.1571	44.61	50
19.1588	46.08	50
19.1605	48.31	50
19.1623	46.70	50
19.1639	45.04	50
19.1657	44.61	50
19.1674	44.19	50
19.1691	46.23	50
19.1708	47.01	50
19.1726	47.01	50
19.1743	44.75	50
19.1760	44.75	50
19.1777	46.08	50
19.1794	48.48	50
19.1812	46.85	50
19.1829	45.04	50
19.1846	44.33	50
19.1863	46.23	50
19.1880	46.23	50
19.1898	47.01	50
19.1915	45.04	50
19.1932	44.47	50
19.1949	44.19	50
19.1966	46.08	50
19.1983	48.65	50
19.2000	47.33	50
19.2017	44.90	50
19.2035	44.90	50
19.2052	46.39	50
19.2069	48.82	50
19.2086	47.33	50
19.2103	45.33	50
19.2120	44.47	50
19.2138	45.78	50
19.2155	45.78	50
19.2172	46.85	50
19.2189	46.85	50
19.2206	44.61	50
19.2223	44.05	50
19.2240	45.78	50
19.2258	48.15	50
19.2275	46.70	50
19.2292	44.75	50
19.2309	44.05	50
19.2327	45.93	50
19.2344	45.93	50
19.2361	47.01	50
19.2378	45.19	50
19.2396	44.47	50
19.2413	44.05	50
19.2430	46.23	50
19.2447	47.17	50
19.2464	47.17	50
19.2482	44.90	50
19.2499	44.90	50
19.2516	46.08	50
19.2533	48.65	50
19.2550	47.17	50
19.2567	45.04	50
19.2584	44.47	50
19.2601	46.23	50
19.2618	46.23	50
19.2636	46.70	50
19.2653	46.70	50
19.2670	44.19	50
19.2687	43.77	50
19.2705	45.63	50
19.2722	48.15	50
19.2739	46.85	50
19.2756	45.19	50
19.2773	44.47	50
19.2791	46.08	50
19.2808	46.08	50
19.2825	46.70	50
19.2842	44.75	50
19.2859	44.05	50
19.2876	43.91	50
19.2893	46.23	50
19.2911	48.82	50
19.2928	47.33	50
19.2945	44.47	50
19.2962	44.47	50
19.2979	45.78	50
19.2996	48.31	50
19.3013	47.01	50
19.3031	44.90	50
19.3048	44.05	50
19.3065	43.91	50
19.3082	46.08	50
19.3099	47.17	50
19.3116	47.17	50
19.3134	44.90	50
19.3151	44.90	50
19.3168	46.08	50
19.3185	48.48	50
19.3202	47.01	50
19.3219	45.04	50
19.3237	44.33	50
19.3254	46.23	50
19.3271	46.23	50
19.3288	47.01	50
19.3305	45.04	50
19.3322	44.47	50
19.3340	44.19	50
19.3357	46.23	50
19.3374	47.49	50
19.3391	47.49	50
19.3408	44.90	50
19.3425	44.90	50
19.3443	46.08	50
19.3460	48.65	50
19.3477	47.33	50
19.3494	45.04	50
19.3511	44.19	50
19.3528	46.39	50
19.3545	46.39	50
19.3562	46.85	50
19.3579	46.85	50
19.3597	43.91	50
19.3614	43.36	50
19.3631	45.33	50
19.3649	47.82	50
19.3666	46.54	50
19.3683	44.90	50
19.3700	44.61	50
19.3717	46.23	50
19.3734	46.23	50
19.3752	46.85	50
19.3769	45.19	50
19.3786	44.61	50
19.3803	44.33	50
19.3820	46.39	50
19.3837	48.82	50
19.3855	47.33	50
19.3872	45.04	50
19.3889	45.04	50
19.3906	46.23	50
19.3923	48.65	50
19.3940	47.33	50
19.3957	45.04	50
19.3975	44.05	50
19.3992	46.23	50
19.4009	46.23	50
19.4026	46.54	50
19.4043	46.54	50
19.4060	44.33	50
19.4077	44.33	50
19.4094	45.63	50
19.4111	47.98	50
19.4129	46.85	50
19.4146	45.04	50
19.4163	44.33	50
19.4180	46.08	50
19.4197	46.08	50
19.4215	47.01	50
19.4232	47.01	50
19.4249	44.33	50
19.4266	44.05	50
19.4283	45.93	50
19.4300	48.15	50
19.4318	46.85	50
19.4335	44.33	50
19.4352	44.33	50
19.4369	45.63	50
19.4386	45.63	50
19.4403	46.85	50
19.4420	45.33	50
19.4437	44.75	50
19.4455	44.19	50
19.4472	46.23	50
19.4489	47.33	50
19.4506	47.33	50
19.4523	44.75	50
19.4540	44.75	50
19.4558	45.93	50
19.4575	48.48	50
19.4592	47.17	50
19.4609	45.33	50
19.4627	44.47	50
19.4644	46.23	50
19.4661	46.23	50
19.4678	46.70	50
19.4695	46.70	50
19.4712	44.33	50
19.4729	43.77	50
19.4746	45.48	50
19.4763	48.15	50
19.4781	47.01	50
19.4798	44.75	50
19.4815	44.75	50
19.4832	45.78	50
19.4850	45.78	50
19.4867	46.85	50
19.4884	45.33	50
19.4902	45.04	50
19.4919	44.61	50
19.4936	46.39	50
19.4953	47.17	50
19.4970	47.17	50
19.4988	45.19	50
19.5004	44.75	50
19.5021	46.70	50
19.5039	48.65	50
19.5056	46.85	50
19.5073	45.19	50
19.5090	44.47	50
19.5107	46.23	50
19.5124	46.23	50
19.5141	46.70	50
19.5159	44.75	50
19.5176	44.19	50
19.5193	44.05	50
19.5210	46.08	50
19.5227	48.65	50
19.5245	47.33	50
19.5262	44.61	50
19.5279	44.61	50
19.5296	46.08	50
19.5313	48.65	50
19.5330	47.01	50
19.5347	44.75	50
19.5365	44.19	50
19.5382	46.23	50
19.5399	46.23	50
19.5416	46.54	50
19.5433	46.54	50
19.5450	44.19	50
19.5468	44.19	50
19.5485	45.48	50
19.5502	47.98	50
19.5519	46.54	50
19.5537	45.04	50
19.5554	44.47	50
19.5571	46.08	50
19.5588	46.08	50
19.5605	46.85	50
19.5622	46.85	50
19.5640	44.33	50
19.5657	43.77	50
19.5674	45.48	50
19.5691	47.82	50
19.5708	46.54	50
19.5726	44.33	50
19.5743	44.33	50
19.5760	45.78	50
19.5777	45.78	50
19.5795	46.85	50
19.5812	45.04	50
19.5829	44.47	50
19.5846	44.19	50
19.5863	46.23	50
19.5881	47.01	50
19.5898	47.01	50
19.5915	44.90	50
19.5932	44.90	50
19.5949	46.23	50
19.5966	48.82	50
19.5983	47.33	50
19.6001	45.33	50
19.6018	44.47	50
19.6035	46.08	50
19.6052	46.08	50
19.6069	46.85	50
19.6086	46.85	50
19.6103	44.47	50
19.6120	43.91	50
19.6137	45.63	50
19.6155	48.15	50
19.6172	46.85	50
19.6189	44.33	50
19.6206	44.33	50
19.6223	45.78	50
19.6241	45.78	50
19.6258	47.17	50
19.6275	45.48	50
19.6292	45.04	50
19.6309	44.47	50
19.6326	46.08	50
19.6344	47.33	50
19.6361	47.33	50
19.6378	44.61	50
19.6396	44.61	50
19.6413	46.23	50
19.6430	48.82	50
19.6447	47.33	50
19.6464	45.33	50
19.6481	44.47	50
19.6499	45.78	50
19.6516	45.78	50
19.6533	47.01	50
19.6550	47.01	50
19.6567	44.47	50
19.6584	43.91	50
19.6601	45.48	50
19.6618	48.15	50
19.6636	47.01	50
19.6653	44.47	50
19.6670	44.47	50
19.6687	45.78	50
19.6705	48.15	50
19.6722	46.85	50
19.6739	44.90	50
19.6756	44.19	50
19.6774	44.19	50
19.6791	46.23	50
19.6808	47.17	50
19.6825	47.17	50
19.6842	44.90	50
19.6860	44.90	50
19.6877	46.08	50
19.6894	48.48	50
19.6911	47.01	50
19.6928	45.19	50
19.6945	44.47	50
19.6963	46.23	50
19.6980	46.23	50
19.6997	47.17	50
19.7014	45.04	50
19.7031	44.33	50
19.7049	44.05	50
19.7066	46.08	50
19.7083	48.65	50
19.7100	47.17	50
19.7117	44.75	50
19.7134	44.75	50
19.7151	46.54	50
19.7168	48.82	50
19.7185	47.17	50
19.7202	45.19	50
19.7220	44.33	50
19.7237	46.08	50
19.7254	46.08	50
19.7271	46.70	50
19.7288	46.70	50
19.7305	44.19	50
19.7323	44.19	50
19.7340	45.93	50
19.7357	48.31	50
19.7374	46.70	50
19.7391	44.90	50
19.7409	44.33	50
19.7425	46.39	50
19.7442	46.39	50
19.7460	47.17	50
19.7477	47.17	50
19.7494	44.33	50
19.7511	43.77	50
19.7528	45.48	50
19.7545	47.98	50
19.7563	46.70	50
19.7580	44.47	50
19.7597	44.47	50
19.7614	46.08	50
19.7631	46.08	50
19.7649	46.85	50
19.7666	45.19	50
19.7683	44.61	50
19.7701	44.19	50
19.7718	46.23	50
19.7735	47.33	50
19.7752	47.33	50
19.7769	45.19	50
19.7786	45.19	50
19.7803	46.08	50
19.7820	48.65	50
19.7838	46.85	50
19.7855	44.90	50
19.7872	44.33	50
19.7889	46.23	50
19.7906	46.23	50
19.7923	46.70	50
19.7941	46.70	50
19.7958	44.19	50
19.7975	43.77	50
19.7992	45.48	50
19.8009	47.82	50
19.8027	46.54	50
19.8044	44.19	50
19.8061	44.19	50
19.8078	45.78	50
19.8095	45.78	50
19.8112	47.01	50
19.8129	45.04	50
19.8147	44.47	50
19.8164	44.19	50
19.8181	46.23	50
19.8198	47.49	50
19.8215	47.49	50
19.8233	44.61	50
19.8250	44.61	50
19.8267	45.93	50
19.8284	48.48	50
19.8302	46.85	50
19.8319	44.75	50
19.8336	44.19	50
19.8353	46.08	50
19.8370	46.08	50
19.8387	46.85	50
19.8405	46.85	50
19.8422	44.61	50
19.8439	43.91	50
19.8456	45.48	50
19.8473	48.15	50
19.8490	47.01	50
19.8508	44.47	50
19.8525	44.47	50
19.8542	46.08	50
19.8559	46.08	50
19.8576	46.85	50
19.8594	45.04	50
19.8611	44.33	50
19.8628	44.05	50
19.8645	46.23	50
19.8662	47.33	50
19.8680	47.33	50
19.8697	44.75	50
19.8714	44.75	50
19.8731	46.08	50
19.8748	48.65	50
19.8765	46.85	50
19.8783	44.90	50
19.8800	44.47	50
19.8817	46.08	50
19.8834	46.08	50
19.8851	46.85	50
19.8868	46.85	50
19.8885	44.47	50
19.8903	44.05	50
19.8920	45.78	50
19.8937	48.15	50
19.8954	46.85	50
19.8971	44.33	50
19.8988	44.33	50
19.9006	46.08	50
19.9023	46.08	50
19.9039	46.85	50
19.9056	45.19	50
19.9073	44.61	50
19.9091	44.05	50
19.9108	46.08	50
19.9125	47.17	50
19.9142	47.17	50
19.9160	44.75	50
19.9177	44.75	50
19.9194	45.93	50
19.9211	48.48	50
19.9229	46.85	50
19.9246	44.75	50
19.9263	44.33	50
19.9280	46.08	50
19.9297	46.08	50
19.9315	46.85	50
19.9332	46.85	50
19.9349	44.61	50
19.9366	44.05	50
19.9383	45.63	50
19.9400	47.98	50
19.9417	46.85	50
19.9434	44.61	50
19.9451	44.61	50
19.9469	46.08	50
19.9486	46.08	50
19.9503	47.17	50
19.9520	45.19	50
19.9537	44.47	50
19.9554	44.33	50
19.9572	46.39	50
19.9589	47.33	50
19.9606	47.33	50
19.9623	44.90	50
19.9641	44.90	50
19.9658	46.23	50
19.9675	48.65	50
19.9692	47.01	50
19.9710	45.19	50
19.9727	44.47	50
19.9744	46.08	50
19.9761	46.08	50
19.9778	46.70	50
19.9795	46.70	50
19.9813	44.33	50
19.9830	43.77	50
19.9847	45.63	50
19.9864	48.15	50
19.9881	46.85	50
19.9899	44.33	50
19.9916	44.33	50
19.9933	45.78	50
19.9950	45.78	50
19.9967	47.01	50
19.9984	45.19	50
20.0001	44.47	50
20.0018	44.05	50
20.0036	46.23	50
20.0052	47.49	50
20.0069	47.49	0
20.0086	44.75	0
20.0102	44.75	0
20.0119	45.63	0
20.0135	45.63	0
20.0152	45.33	0
20.0168	45.33	0
20.0184	42.44	0
20.0201	42.44	0
20.0217	43.63	0
20.0234	43.63	0
20.0250	42.96	0
20.0266	42.96	0
20.0283	40.12	0
20.0299	40.12	0
20.0316	40.83	0
20.0332	40.83	0
20.0349	41.19	0
20.0365	41.19	0
20.0381	39.78	0
20.0398	39.55	0
20.0414	38.89	0
20.0431	40.12	0
20.0447	41.43	0
20.0464	39.67	0
20.0480	39.67	0
20.0497	37.04	0
20.0513	37.04	0
20.0529	37.94	0
20.0546	37.94	0
20.0562	39.11	0
20.0579	37.04	0
20.0595	37.04	0
20.0612	34.73	0
20.0628	34.73	0
20.0645	34.14	0
20.0661	35.17	0
20.0677	35.17	0
20.0694	34.99	0
20.0710	34.99	0
20.0726	33.32	0
20.0743	32.62	0
20.0759	32.62	0
20.0776	33.01	0
20.0792	33.01	0
20.0808	34.22	0
20.0825	32.62	0
20.0841	32.62	0
20.0858	30.89	0
20.0874	30.16	0
20.0890	30.16	0
20.0907	29.64	0
20.0923	30.55	0
20.0940	30.55	0
20.0956	31.52	0
20.0973	29.96	0
20.0989	29.96	0
20.1006	28.38	0
20.1022	27.76	0
20.1038	27.76	0
20.1055	27.11	0
20.1071	27.76	0
20.1087	27.76	0
20.1104	28.50	0
20.1120	27.01	0
20.1136	27.01	0
20.1153	27.01	0
20.1169	25.16	0
20.1186	25.16	0
20.1202	25.16	0
20.1219	24.45	0
20.1235	24.98	0
20.1252	24.98	0
20.1268	25.53	0
20.1284	24.07	0
20.1301	24.07	0
20.1317	24.07	0
20.1334	22.67	0
20.1350	21.95	0
20.1367	21.95	0
20.1383	21.95	0
20.1400	21.28	0
20.1416	21.65	0
20.1433	21.65	0
20.1449	21.65	0
20.1466	21.99	0
20.1482	20.59	0
20.1499	20.59	0
20.1515	20.59	0
20.1532	20.59	0
20.1548	19.31	0
20.1565	18.62	0
20.1581	18.62	0
20.1598	18.62	0
20.1614	17.86	0
20.1631	17.86	0
20.1647	17.97	0
20.1663	17.97	0
20.1680	17.97	0
20.1696	18.09	0
20.1712	18.09	0
20.1729	16.76	0
20.1745	16.76	0
20.1762	16.76	0
20.1778	16.76	0
20.1795	15.41	0
20.1812	15.41	0
20.1828	14.59	0
20.1844	14.59	0
20.1861	14.59	0
20.1877	14.59	0
20.1894	13.72	0
20.1910	13.72	0
20.1927	13.52	0
20.1943	13.52	0
20.1960	13.52	0
20.1976	13.52	0
20.1992	13.52	0
20.2009	13.16	0
20.2025	13.16	0
20.2041	11.81	0
20.2058	11.81	0
20.2074	11.81	0
20.2090	11.81	0
20.2107	11.81	0
20.2123	11.81	0
20.2139	11.81	0
20.2156	10.39	0
20.2172	10.39	0
20.2189	9.39	0
20.2204	9.39	0
20.2220	9.39	0
20.2235	9.39	0
20.2251	9.39	0
20.2267	9.39	0
20.2282	9.39	0
20.2298	9.39	0
20.2313	9.39	0
20.2329	8.09	0
20.2344	8.09	0
20.2360	8.09	0
20.2375	7.25	0
20.2391	7.25	0
20.2406	7.25	0
20.2421	7.25	0
20.2437	7.25	0
20.2453	7.25	0
20.2468	7.25	0
20.2484	7.25	0
20.2499	7.25	0
20.2515	7.25	0
20.2530	7.25	0
20.2546	7.25	0
20.2561	7.25	0
20.2577	7.25	0
20.2592	7.25	0
20.2608	7.25	0
20.2623	5.09	0
20.2638	5.09	0
20.2654	5.09	0
20.2669	5.09	0
20.2685	5.09	0
20.2700	5.09	0
20.2715	5.09	0
20.2731	5.09	0
20.2746	5.09	0
20.2761	5.09	0
20.2777	5.09	0
20.2792	3.07	0
20.2808	3.07	0
20.2823	3.07	0
20.2839	3.07	0
20.2854	3.07	0
20.2869	3.07	0
20.2885	3.07	0
20.2900	3.07	0
20.2915	3.07	0
20.2931	3.07	0
20.2946	3.07	0
20.2961	3.07	0
20.2977	3.07	0
20.2992	3.07	0
20.3008	3.07	0
20.3023	3.07	0
20.3038	3.07	0
20.3054	3.07	0
20.3069	3.07	0
20.3084	3.07	0
20.3100	3.07	0
20.3115	3.07	0
20.3130	3.07	0
20.3146	3.07	0
20.3161	3.07	0
20.3176	3.07	0
20.3192	3.07	0
20.3207	3.07	0
20.3223	3.07	0
20.3238	3.07	0
20.3254	3.07	0
20.3269	3.07	0
20.3284	0.00	0
20.3299	0.00	0
20.3315	0.00	0
20.3330	0.00	0
20.3345	0.00	0
20.3360	0.00	0
20.3375	0.00	0
20.3390	0.00	0
20.3405	0.00	0
20.3421	0.00	0
20.3436	0.00	0
20.3451	0.00	0
20.3466	0.00	0
20.3481	0.00	0
20.3496	0.00	0
20.3511	0.00	0
20.3527	0.00	0
20.3542	0.00	0
20.3557	0.00	0
20.3572	0.00	0
20.3588	0.00	0
20.3603	0.00	0
20.3618	0.00	0
20.3633	0.00	0
20.3648	0.00	0
20.3663	0.00	0
20.3679	0.00	0
20.3694	0.00	0
20.3709	0.00	0
20.3724	0.00	0
20.3739	0.00	0
20.3754	0.00	0
20.3769	0.00	0
20.3785	0.00	0
20.3800	0.00	0
20.3815	0.00	0
20.3830	0.00	0
20.3845	0.00	0
20.3860	0.00	0
20.3876	0.00	0
20.3891	0.00	0
20.3906	0.00	0
20.3921	0.00	0
20.3936	0.00	0
20.3951	0.00	0
20.3967	0.00	0
20.3982	0.00	0
20.3997	0.00	0
20.4012	0.00	0
20.4027	0.00	0
20.4042	0.00	0
20.4058	0.00	0
20.4073	0.00	0
20.4088	0.00	0
20.4103	0.00	0
20.4118	0.00	0
20.4133	0.00	0
20.4149	0.00	0
20.4164	0.00	0
20.4179	0.00	0
20.4194	0.00	0
20.4209	0.00	0
20.4225	0.00	0
20.4240	0.00	0
20.4255	0.00	0
20.4270	0.00	0
20.4285	0.00	0
20.4300	0.00	0
20.4315	0.00	0
20.4331	0.00	0
20.4346	0.00	0
20.4361	0.00	0
20.4376	0.00	0
20.4392	0.00	0
20.4407	0.00	0
20.4422	0.00	0
20.4437	0.00	0
20.4452	0.00	0
20.4468	0.00	0
20.4483	0.00	0
20.4498	0.00	0
20.4513	0.00	0
20.4529	0.00	0
20.4544	0.00	0
20.4559	0.00	0
20.4574	0.00	0
20.4589	0.00	0
20.4604	0.00	0
20.4619	0.00	0
20.4635	0.00	0
20.4650	0.00	0
20.4665	0.00	0
20.4680	0.00	0
20.4695	0.00	0
20.4710	0.00	0
20.4725	0.00	0
20.4741	0.00	0
20.4756	0.00	0
20.4771	0.00	0
20.4786	0.00	0
20.4801	0.00	0
20.4817	0.00	0
20.4832	0.00	0
20.4847	0.00	0
20.4862	0.00	0
20.4877	0.00	0
20.4893	0.00	0
20.4908	0.00	0
20.4923	0.00	0
20.4938	0.00	0
20.4953	0.00	0
20.4969	0.00	0
20.4984	0.00	0
20.4999	0.00	0
20.5014	0.00	0
20.5029	0.00	0
20.5044	0.00	0
20.5059	0.00	0
20.5075	0.00	0
20.5090	0.00	0
20.5105	0.00	0
20.5120	0.00	0
20.5135	0.00	0
20.5150	0.00	0
20.5165	0.00	0
20.5180	0.00	0
20.5195	0.00	0
20.5211	0.00	0
20.5226	0.00	0
20.5241	0.00	0
20.5256	0.00	0
20.5272	0.00	0
20.5287	0.00	0
20.5302	0.00	0
20.5317	0.00	0
20.5332	0.00	0
20.5348	0.00	0
20.5363	0.00	0
20.5378	0.00	0
20.5393	0.00	0
20.5408	0.00	0
20.5423	0.00	0
20.5439	0.00	0
20.5454	0.00	0
20.5469	0.00	0
20.5484	0.00	0
20.5499	0.00	0
20.5514	0.00	0
20.5529	0.00	0
20.5545	0.00	0
20.5560	0.00	0
20.5575	0.00	0
20.5590	0.00	0
20.5605	0.00	0
20.5620	0.00	0
20.5636	0.00	0
20.5651	0.00	0
20.5666	0.00	0
20.5681	0.00	0
20.5696	0.00	0
20.5712	0.00	0
20.5727	0.00	0
20.5742	0.00	0
20.5757	0.00	0
20.5772	0.00	0
20.5787	0.00	0
20.5802	0.00	0
20.5818	0.00	0
20.5833	0.00	0
20.5848	0.00	0
20.5863	0.00	0
20.5878	0.00	0
20.5893	0.00	0
20.5909	0.00	0
20.5924	0.00	0
20.5939	0.00	0
20.5954	0.00	0
20.5969	0.00	0
20.5984	0.00	0
20.5999	0.00	0
20.6014	0.00	0
20.6030	0.00	0
20.6045	0.00	0
20.6060	0.00	0
20.6075	0.00	0
20.6090	0.00	0
20.6105	0.00	0
20.6120	0.00	0
20.6135	0.00	0
20.6151	0.00	0
20.6166	0.00	0
20.6181	0.00	0
20.6196	0.00	0
20.6211	0.00	0
20.6227	0.00	0
20.6242	0.00	0
20.6257	0.00	0
20.6272	0.00	0
20.6287	0.00	0
20.6302	0.00	0
20.6318	0.00	0
20.6333	0.00	0
20.6348	0.00	0
20.6363	0.00	0
20.6378	0.00	0
20.6394	0.00	0
20.6409	0.00	0
20.6424	0.00	0
20.6439	0.00	0
20.6454	0.00	0
20.6470	0.00	0
20.6485	0.00	0
20.6500	0.00	0
20.6515	0.00	0
20.6530	0.00	0
20.6545	0.00	0
20.6560	0.00	0
20.6575	0.00	0
20.6590	0.00	0
20.6605	0.00	0
20.6621	0.00	0
20.6636	0.00	0
20.6651	0.00	0
20.6666	0.00	0
20.6681	0.00	0
20.6697	0.00	0
20.6712	0.00	0
20.6727	0.00	0
20.6742	0.00	0
20.6758	0.00	0
20.6773	0.00	0
20.6788	0.00	0
20.6803	0.00	0
20.6818	0.00	0
20.6833	0.00	0
20.6849	0.00	0
20.6864	0.00	0
20.6879	0.00	0
20.6894	0.00	0
20.6909	0.00	0
20.6924	0.00	0
20.6940	0.00	0
20.6955	0.00	0
20.6970	0.00	0
20.6985	0.00	0
20.7000	0.00	0
20.7015	0.00	0
20.7030	0.00	0
20.7045	0.00	0
20.7060	0.00	0
20.7075	0.00	0
20.7091	0.00	0
20.7106	0.00	0
20.7121	0.00	0
20.7136	0.00	0
20.7151	0.00	0
20.7166	0.00	0
20.7182	0.00	0
20.7197	0.00	0
20.7212	0.00	0
20.7227	0.00	0
20.7243	0.00	0
20.7258	0.00	0
20.7273	0.00	0
20.7288	0.00	0
20.7304	0.00	0
20.7319	0.00	0
20.7334	0.00	0
20.7349	0.00	0
20.7364	0.00	0
20.7379	0.00	0
20.7395	0.00	0
20.7410	0.00	0
20.7425	0.00	0
20.7440	0.00	0
20.7455	0.00	0
20.7470	0.00	0
20.7486	0.00	0
20.7501	0.00	0
20.7516	0.00	0
20.7531	0.00	0
20.7546	0.00	0
20.7561	0.00	0
20.7576	0.00	0
20.7592	0.00	0
20.7607	0.00	0
20.7622	0.00	0
20.7637	0.00	0
20.7652	0.00	0
20.7667	0.00	0
20.7683	0.00	0
20.7698	0.00	0
20.7713	0.00	0
20.7728	0.00	0
20.7743	0.00	0
20.7758	0.00	0
20.7774	0.00	0
20.7789	0.00	0
20.7804	0.00	0
20.7819	0.00	0
20.7834	0.00	0
20.7850	0.00	0
20.7865	0.00	0
20.7880	0.00	0
20.7895	0.00	0
20.7910	0.00	0
20.7925	0.00	0
20.7940	0.00	0
20.7956	0.00	0
20.7971	0.00	0
20.7986	0.00	0
20.8001	0.00	0
20.8016	0.00	0
20.8031	0.00	0
20.8046	0.00	0
20.8062	0.00	0
20.8077	0.00	0
20.8092	0.00	0
20.8107	0.00	0
20.8122	0.00	0
20.8137	0.00	0
20.8152	0.00	0
20.8168	0.00	0
20.8183	0.00	0
20.8198	0.00	0
20.8213	0.00	0
20.8229	0.00	0
20.8244	0.00	0
20.8259	0.00	0
20.8274	0.00	0
20.8289	0.00	0
20.8304	0.00	0
20.8320	0.00	0
20.8335	0.00	0
20.8350	0.00	0
20.8365	0.00	0
20.8380	0.00	0
20.8395	0.00	0
20.8410	0.00	0
20.8425	0.00	0
20.8441	0.00	0
20.8456	0.00	0
20.8471	0.00	0
20.8486	0.00	0
20.8501	0.00	0
20.8516	0.00	0
20.8532	0.00	0
20.8547	0.00	0
20.8562	0.00	0
20.8577	0.00	0
20.8592	0.00	0
20.8607	0.00	0
20.8623	0.00	0
20.8638	0.00	0
20.8653	0.00	0
20.8668	0.00	0
20.8683	0.00	0
20.8698	0.00	0
20.8713	0.00	0
20.8729	0.00	0
20.8744	0.00	0
